"Restaurant.and.hotels.Expenditure","Alcoholic.Beverages.Expenditure","Tobacco.Expenditure","Clothing..Footwear.and.Other.Wear.Expenditure","Housing.and.water.Expenditure","Medical.Care.Expenditure","Transportation.Expenditure","Communication.Expenditure","Education.Expenditure","Miscellaneous.Goods.and.Services.Expenditure","Special.Occasions.Expenditure"
15000,0,11900,600,23202,2995,12480,3432,600,11934,2000
4920,330,0,2950,14850,1450,5646,2550,0,6210,3000
6220,36,4344,1390,28080,1158,9792,3270,200,10638,1500
0,0,1086,950,33378,15876,4200,900,0,8094,0
0,0,0,300,25620,10446,9504,1458,0,5262,5000
12300,0,0,3905,19902,175,4374,2202,31100,9030,2000
9040,0,0,1385,28860,325,1296,612,0,6102,4000
28396,3060,12670,12610,47250,7180,29772,12594,46600,24966,30000
10750,936,1810,880,22590,32,3540,3822,3200,18300,5000
0,0,1086,0,19830,10512,414,0,0,5706,0
10860,0,3620,1260,28500,2385,4680,930,570,5268,6500
0,0,2126,600,19980,2310,2196,900,0,14598,6000
14480,540,5430,12050,30060,2890,42300,5052,250,10926,25000
19000,0,0,6700,121470,127152,61200,11400,0,5388,30000
10860,0,15204,1600,33900,10741,14178,1974,0,8346,18000
5430,0,10317,300,16500,6426,5616,3168,0,8268,0
0,1300,18100,1200,42210,12,17202,3456,0,5706,0
33100,0,7240,8600,53514,10241,63672,17340,0,29388,17500
38730,660,0,9719,61320,4760,32550,14862,9900,42942,101500
18660,0,7240,3020,41880,180,9714,10662,0,16392,0
71250,3054,27874,7690,50580,3383,24912,13782,0,16728,0
25433,0,0,5930,31542,2854,13362,6756,8550,26868,16500
8320,888,0,3320,23844,1185,5934,3378,0,11040,0
36340,0,0,9095,50382,2055,4266,3378,7200,12720,0
25900,0,14480,2080,35508,864,10914,3252,24500,14436,5000
17680,0,0,1900,35340,2866,8868,2340,0,6636,0
25900,420,7240,1430,36930,40,2628,3120,0,7458,0
1300,0,0,2080,37968,200,552,1350,0,9090,0
43720,750,14480,5810,37080,2342,10284,5304,7150,19896,520
12000,0,0,810,38250,75,5010,2598,1080,18366,0
24440,0,0,9770,45270,6386,7614,9900,9500,19440,0
25440,225,1560,2510,36150,810,6606,6240,2000,16830,0
9950,0,0,4500,45138,24140,5916,10398,0,17556,0
11440,1450,3744,1220,38928,48,600,2496,0,2934,0
6120,0,0,2405,54180,16675,3708,2760,6350,16224,0
20160,0,0,4830,46602,1952,10038,2052,1700,12228,400
4140,0,0,5935,51852,190,6294,1872,760,7404,1500
9494,1120,480,4675,38670,216,17016,3222,300,6276,0
15730,0,0,1180,29700,1820,210,0,0,1644,0
19580,570,2172,2695,37560,2056,678,2862,3050,10536,0
28560,0,2080,4879,40260,234,4596,1938,760,8616,860
11540,910,884,2130,31368,75,540,2340,550,7140,0
2080,0,0,3965,35700,562,6270,5976,0,5850,0
25840,1170,2172,3070,39780,188,8556,5718,920,7320,0
12760,576,1300,3910,31620,460,756,3636,4400,13338,0
9700,1550,3370,5164,42420,634,16956,8838,150,12894,10000
27000,0,0,8434,43410,3774,12480,4980,0,10764,0
19100,0,0,3250,40110,90,5646,2160,19000,7746,0
7020,0,0,3370,27522,0,600,4620,0,6660,0
37300,0,0,940,35442,3057,12216,2316,19400,12960,0
42120,0,7240,1440,31380,1887,27564,4938,66320,20982,0
9620,910,905,5220,24048,7273,10878,4038,0,20358,0
17060,0,0,5090,45450,651,7014,2340,19860,6174,0
1448,493,12670,4130,54600,140,13920,2046,800,19638,0
28850,890,9955,1800,10278,6784,5268,2916,0,5082,0
24480,1500,4525,4075,41100,1382,7956,2682,25100,11442,10000
8470,867,5973,2125,24900,201,6210,1530,710,7626,0
15600,2928,7240,6295,50400,780,28554,15600,0,12678,18500
29940,360,0,5965,64470,3950,13944,17418,21025,12174,5000
3876,1170,8326,3899,77064,240,16674,7770,2075,24120,0
22320,718,5430,5746,37980,10392,30822,7146,39200,27246,8000
21180,0,0,3730,35478,1516,3000,4752,900,8346,2500
20320,0,0,2530,25650,4186,3756,1902,1100,8922,0
19100,0,0,4090,26358,110,3030,1902,1220,8310,2200
23130,9352,20815,2775,35400,12901,9852,1434,1600,10830,3000
43867,1030,0,11875,115032,55757,16578,21330,39210,35094,11500
15400,6188,10860,1975,27720,3545,4626,1794,0,11856,3500
21400,543,5950,1980,47070,12357,11316,4422,12500,11784,12000
19180,494,6335,4525,63036,364,7830,10116,4700,10704,12500
10716,0,0,3545,62694,36900,5076,5148,19500,9984,5000
13130,0,1040,4019,59760,2090,11838,9156,15200,16710,12000
8280,0,4344,4480,35202,50,10584,1380,0,8418,21000
16108,540,362,1670,14184,30,2388,1458,500,4740,2500
10710,273,1810,2870,44520,4370,3396,3120,75,7116,2000
4080,540,7240,1440,28038,6462,8556,2808,0,4104,2000
3370,90,3454,565,35040,432,900,1506,0,18402,38000
2600,45,260,1350,40440,5052,5196,912,0,5466,17000
7802,756,518,1360,24060,35,6198,1248,1462,5706,3000
2600,390,543,2030,20484,50,6498,336,0,3276,2500
3034,378,416,1850,21960,1267,3900,804,200,3402,4000
3120,455,1430,1600,29400,3556,5976,1974,0,5322,4900
4028,45,2896,670,25920,1131,1782,876,450,3732,5000
18180,2178,711,2860,26826,19273,3900,1248,600,13332,0
1200,0,0,630,22998,28,1302,0,0,1356,500
11012,575,1040,2010,32502,150,4422,6942,1200,11946,9000
9484,1296,2850,2340,12780,194,2676,1380,700,4806,2700
17422,750,1820,2960,21030,818,9576,2286,2800,15852,3500
7320,252,2442,3900,41730,5120,6084,8892,8000,8886,0
22680,378,724,10400,84480,3260,43812,19098,0,54438,10000
1170,0,0,1610,29220,763,414,624,0,5616,4000
61950,420,1764,17360,66900,2891,39828,17268,0,71940,15000
19896,0,0,12920,67680,11010,18048,22668,0,39420,9000
5980,130,0,3540,26082,10634,828,624,520,6324,1000
3250,690,1040,2960,44550,12236,3750,2574,0,14712,0
45238,0,0,3020,40320,106,15402,1638,11400,5976,0
13770,630,3900,3450,15858,670,8454,1374,4000,6114,0
4500,630,1040,7250,53538,0,34836,4374,0,6462,0
15480,35,5404,2480,48420,45680,20682,1980,28135,9498,51000
8080,0,0,5735,67440,6745,8040,3792,0,23982,29500
16468,90,0,3550,42420,1221,14910,2292,1400,17112,13000
8755,90,362,1700,39060,1050,4344,1872,0,7812,15000
25460,0,0,2690,54360,1806,29532,2106,16100,20382,0
10610,1890,2080,2930,50562,360,6366,2754,0,7866,3500
15950,0,0,3300,39198,180,4200,11658,16000,17154,0
2600,0,0,1850,51600,5246,26748,3744,12000,7002,6500
20802,612,1810,1040,23070,364,8544,990,0,2880,5500
3930,228,0,2245,46182,6412,4176,1230,200,5376,1000
20972,274,0,4790,54030,150,18972,13806,12100,17274,6000
840,228,780,2060,53880,10025,1980,1170,200,7056,2000
6110,552,600,2220,57720,3154,12000,3120,0,8022,7000
8370,125,1267,5587,40650,2095,5376,2910,5300,12126,20000
10278,240,0,3676,27312,1330,6588,1242,0,11310,4000
10088,1520,2534,4090,37032,108,11028,5616,600,8214,12000
8178,0,360,2495,69102,1030,20430,9216,13400,13986,14400
22502,1342,0,16850,90900,0,37770,21156,109600,33510,30000
15990,90,0,2455,24600,1161,14418,702,2000,7566,0
13100,1528,780,3270,38652,25262,12840,4158,8300,13716,2000
3040,810,1040,575,18198,20,6618,1296,0,3816,500
30194,0,0,6680,71916,32098,38220,6300,3700,20934,12000
594,0,0,2100,40296,17837,798,2754,0,5610,0
29900,0,0,800,21192,25,120,2598,0,4842,1000
23900,3618,9955,2385,25308,185,1428,390,2450,5670,0
19220,3380,13756,1065,35238,4548,26778,3120,0,4890,1500
50600,0,0,3825,79650,10067,37998,16944,17100,39084,0
37300,0,0,3290,83460,167,24396,4800,100,32286,5000
12080,0,0,1290,44790,8123,6030,936,100,8148,0
1300,0,0,200,10650,1172,132,780,0,1350,0
30056,1020,10860,8010,79860,44756,28218,13788,5000,63762,12000
3482,0,1448,2900,14592,2722,0,300,1600,5334,2000
16735,0,3620,1525,36432,218,3642,1302,0,3846,3500
70038,0,14661,24288,133620,3973,46722,30900,92250,28266,17000
4160,0,0,150,53658,7846,900,0,0,5190,0
22860,9716,12670,6180,44400,258,10212,9882,500,12732,6500
46560,520,5430,8803,153264,34250,17868,24540,13290,30078,5000
7480,1368,780,1535,17478,1192,1974,0,700,3252,0
11460,576,4400,1950,15060,1740,1848,0,720,12228,0
18500,0,0,420,33138,28752,1302,1272,0,3582,2000
6280,4176,8145,1470,20382,1920,4470,3378,0,15918,0
13220,0,0,615,19800,2722,0,0,0,8226,0
36400,1620,12670,5540,37620,260,18930,5358,46500,14052,59000
17940,1716,13575,1035,28800,22000,2106,780,0,4860,3500
10920,378,0,1400,31440,22932,11280,3198,0,8700,10000
25240,1772,25340,13915,101040,10770,74832,24312,29050,45618,5000
300,0,0,3550,47502,19182,576,0,0,3882,10000
50740,950,10860,8635,84540,2464,84234,8292,5000,46890,8000
16926,540,9360,3380,37650,828,7032,570,300,7260,0
11670,210,1040,3725,47400,6838,6054,4884,100,10260,8000
13840,0,0,650,21978,50,144,258,230,2916,0
12500,0,0,9460,54600,1300,35238,7338,1060,38220,21000
16216,0,0,10725,70110,17355,26628,14796,2250,23664,0
12340,0,0,1870,15600,0,600,1638,2740,5280,1000
41560,4460,0,18765,110160,2987,27210,7356,49560,80574,62000
1800,0,0,1500,69060,5073,4236,8922,0,4626,7000
16464,0,0,10230,80400,3623,14952,20796,0,43806,11500
18400,294,3620,2435,27414,490,13170,2520,2230,17256,5450
15080,0,0,1535,40170,53044,16200,576,0,1626,0
20800,1560,9050,3040,36402,54500,9324,1302,0,4608,5500
33712,3240,9070,2290,18282,10054,5526,2502,2000,6384,5000
33400,4352,8165,9900,48600,60,30504,13014,0,25596,21000
38420,0,0,8380,94200,8452,32202,6498,900,44028,4800
11583,3276,7240,2295,27582,1820,4848,780,550,6036,0
36780,0,2715,8860,94800,15968,8100,11094,3500,11670,17000
6500,4718,32580,7170,84360,5460,50256,8076,0,7200,1500
20077,780,0,5790,30318,460,26424,3510,1280,26652,2500
17976,195,10860,2750,60000,1110,17232,1872,2910,14034,7000
6732,0,0,3994,37620,1726,12342,3798,2300,9576,6000
18317,0,1386,2910,63732,573,16122,2238,3100,5628,500
20988,0,0,12660,62580,9448,23436,18600,6000,11694,3050
7361,0,0,550,31140,2091,10302,1038,1200,6690,0
11157,438,905,1800,57360,3628,17940,2496,14300,11322,3500
51478,0,0,3495,38850,60,17358,7860,2400,14028,0
57600,350,910,5000,59730,2723,39984,3900,0,16890,0
17000,210,0,2485,37272,10004,42474,4170,0,11034,0
41873,432,5430,2300,24144,60,2118,1494,810,4806,600
4100,0,0,1550,70992,67184,1200,3642,0,7758,2000
20700,2886,0,15598,154860,485,41196,18918,97000,23334,9000
29500,1404,21720,9085,91740,3104,16494,14370,32505,24444,3000
20360,0,1810,4525,124920,9514,40014,14700,26800,20784,10000
29758,4992,11946,2880,46938,2846,20856,5538,5184,13566,4200
39910,2094,362,5146,35124,3035,22068,7800,850,19284,7000
34200,1872,12218,3525,41640,10974,19236,9672,0,8340,0
18000,0,0,770,38400,35908,1200,180,0,2190,0
151530,0,2263,17080,95598,14059,81930,34200,73550,65988,58500
15070,10078,15566,5978,56616,1450,32496,7200,980,33360,6060
11907,4862,1448,6735,49482,2695,5394,3120,2600,20244,0
4820,0,0,2000,155916,32372,4302,14184,0,19146,21000
7400,0,4166,5924,42552,25,27834,3900,3000,21846,3600
37598,11544,43440,9560,132000,2736,29856,19800,14330,24024,32000
14240,0,0,4900,93090,14223,13776,10392,0,22890,19200
42730,7748,17376,19755,162288,3133,76734,31992,22500,45966,12000
22424,5850,1086,6070,80880,260,3570,6480,9600,13146,2000
41800,3542,13032,7239,60444,4145,36966,6498,1740,62646,47500
25958,1872,14480,8335,69498,2428,11994,15600,4000,16482,5300
0,216,7240,3710,49230,8891,2496,2184,0,6852,0
26115,1820,16290,5440,59946,1440,2514,4836,1050,9900,0
12740,0,0,840,25800,17994,414,0,0,2550,0
0,0,0,3610,49872,2750,1500,4158,0,6048,0
13240,0,1448,5040,47550,6948,1800,2862,1350,7488,14300
37490,1872,10860,12440,84090,4924,20946,5700,2300,33540,28000
29580,0,0,12614,48630,22530,11334,14994,1010,21738,6500
45240,630,720,5140,63840,620,11898,2352,1880,16842,2000
12510,1820,270,3420,72300,460,12480,2754,1500,11754,0
24630,0,0,4470,61950,39456,7278,12720,40000,6390,2000
10556,0,0,3420,50160,1200,14400,10968,2300,17130,0
26740,0,0,9455,90330,10200,6576,16200,25500,7896,3000
56730,240,0,11765,64650,3860,12162,15072,0,40038,5000
5920,432,910,4224,44898,2202,6138,1200,1020,6168,4000
36680,0,0,12169,131040,6346,26760,17094,0,40008,5000
4220,0,2715,2465,54258,60,7566,1200,1000,3480,0
61805,480,360,8820,94620,5960,29616,17916,13000,31962,6000
89206,2073,0,14025,104880,1328,29658,5598,45500,36246,5500
56800,228,300,8429,93840,3835,26220,13920,35100,34542,3300
4500,0,0,5005,83280,5828,4056,2796,0,10284,7500
58600,1056,9308,7924,58620,211,32436,5400,0,26940,7800
29830,0,520,5719,68700,12194,9876,17334,0,13356,5500
9100,0,0,3650,73800,33005,14376,20034,0,44808,8500
11020,315,0,3245,20538,248,1800,1248,0,6762,3000
47100,0,0,1850,65700,0,32592,16704,88000,7470,3000
3570,0,0,2510,35550,20580,120,312,14000,5430,2000
107500,1386,1448,5850,48600,11624,18072,8574,42500,15558,3000
30580,1780,843,200,28500,2531,8448,1224,2480,11814,1000
22000,810,7240,4900,153000,22340,25332,15720,12000,12804,3000
20180,1854,9320,3670,40770,580,2214,8682,850,7680,10000
20600,0,0,3790,39588,3748,16470,1662,1600,9018,10400
19730,0,0,4989,75510,6900,29592,8424,2400,17808,2500
4200,0,2715,715,33120,30,4320,1800,2600,3960,0
20060,455,3110,5820,37740,1089,5916,4728,1650,11346,4000
25133,0,390,2300,21288,3276,4680,558,1100,6516,0
23100,0,5883,12619,96444,32292,34662,15936,0,22176,3000
3900,0,0,2170,23718,250,1200,1170,560,5178,1500
10832,0,1810,1395,27792,785,1902,1170,660,5994,0
15285,432,0,4010,22698,617,8970,1302,300,7716,1500
14040,0,2413,3745,48288,6356,5880,1302,500,15888,7000
30678,2340,4700,5700,48480,5526,30306,6498,15000,22386,1000
23400,0,3620,9505,25560,2470,55980,2340,0,11490,0
15190,1374,10558,4260,43020,15692,18702,2598,0,41880,23000
18130,0,7240,560,34002,0,300,1560,0,3246,0
39530,1354,3439,2920,31860,3225,10122,2340,900,8490,10000
56930,0,0,14930,156120,3364,29280,9834,0,20256,73000
26000,0,3258,3785,27528,12771,11226,2598,12600,11886,2500
7800,0,0,0,26562,105,3126,0,0,1170,0
0,510,10860,3590,31008,9512,300,1296,0,3450,0
19580,630,0,3600,64500,1008,5466,2280,6100,12522,5000
0,0,0,1980,18420,30,3282,1770,0,4878,0
12150,0,0,1740,14160,225,4608,624,440,16590,10000
15900,0,0,2140,38460,62168,4920,2418,585,8346,4000
12310,0,1086,1495,23610,1491,6498,2394,0,5316,0
2000,0,520,5310,38820,19896,24990,3642,0,9150,12000
11505,405,13213,2020,16920,1676,5820,2106,0,8292,4000
9575,0,0,3120,25080,4216,2460,2400,500,4602,0
1090,0,0,850,14700,249,1152,384,350,6696,0
43440,0,3620,3910,19920,1060,5694,1260,0,9588,900
5730,3250,0,1440,15366,226,7002,402,440,4920,1000
25660,3030,15385,21350,30630,191,27048,11328,45000,20370,4000
6250,0,362,1285,20760,240,2868,456,950,3804,0
5200,0,0,4890,60720,278931,13686,9000,7600,39366,1500
6080,0,0,1675,20940,590,3180,2496,0,6186,2500
4610,3738,20634,9030,54894,54010,37638,4314,610,16632,17250
9800,0,0,7370,27960,4450,13326,2856,3100,13308,3000
16680,0,0,1550,24354,1680,4338,582,300,5706,2960
17200,0,0,1510,73560,59324,33906,16512,20300,19110,20000
1950,1820,0,1850,45624,16939,4866,3114,0,9360,7500
10800,0,0,3740,14760,561,7278,1194,0,6966,0
26020,0,10679,3790,27960,80,13044,3792,9000,9780,17000
16420,0,17195,2800,30522,603,42240,4620,31700,13464,5000
14360,0,0,3800,53226,2130,17526,3042,1400,9144,2000
28000,720,7602,8960,45960,5750,15270,9930,23500,20286,20000
23430,1250,10136,3830,73392,775,6684,1194,2280,14370,3000
46520,630,10317,13405,23820,60,7494,5298,22500,15030,10000
5200,455,3620,990,32820,7264,5304,4158,0,3516,0
24800,840,21720,15330,65250,1786,25824,21660,0,28020,4000
15100,510,4400,3215,26940,14848,8352,3120,1850,9648,0
77860,0,0,12225,83460,8053,98250,22956,1050,29232,2000
26440,1820,9050,19565,56820,7594,40644,15102,2500,54864,3000
11300,210,1810,1985,37800,22692,2040,3198,1800,10530,0
14200,510,7760,1810,63348,2329,2058,4164,1460,10476,1500
69460,0,0,18540,153060,54000,9000,32532,0,19560,0
11440,0,0,1990,64188,27200,11730,2652,22600,4500,0
41360,2160,5430,10698,101340,6180,15144,16860,0,35814,0
19500,840,4525,4285,43920,139,20880,6768,52334,8142,0
43380,1680,4525,22360,51540,27220,35538,7902,17300,24258,2500
21850,0,0,9290,117660,22318,25062,10512,680,7902,0
37540,660,4073,7639,90810,9100,10398,4650,0,24504,0
25380,2924,8145,7540,53130,804,11538,11202,700,14616,0
1600,0,0,3280,118740,22854,7488,10062,0,11994,0
19500,5304,8326,2480,43260,405,2304,1866,0,5316,0
18816,1252,9955,3110,32064,2420,10062,8004,8800,6924,0
16680,6090,10688,4390,83394,98,5292,3114,0,12570,0
34080,1680,10860,14510,63360,16344,29268,4188,21300,46338,15500
27860,910,0,4600,21684,1281,7530,1200,1720,5712,6000
2020,228,1991,1400,28596,130,1740,792,100,6498,1200
8920,1260,11220,8010,30900,8330,13668,7920,715,18168,19200
38190,630,9955,9450,187926,0,16860,16524,16700,13992,22500
7820,315,724,200,28626,306,3300,600,500,7944,0
30770,2292,0,1130,19776,462,2688,636,0,6900,0
0,1330,8688,505,16350,4510,1602,504,0,4560,0
9780,0,1086,1304,35850,4550,2760,882,500,8820,0
13680,1380,11584,2200,10122,265,6276,1584,500,10218,3000
5540,0,13756,1000,40518,6083,828,882,1250,8754,0
48860,705,0,2780,29400,2686,22092,2082,1250,13200,0
4460,0,240,6265,26610,5227,864,1800,1200,8250,5000
17740,105,1629,1700,29532,3365,17172,2262,0,8358,2000
0,0,0,300,25806,5408,618,744,0,4386,0
7760,1950,5430,1890,49278,303,6138,1974,0,3780,0
41100,0,2172,2800,34590,2836,7944,4884,1640,5760,0
77512,225,8145,7980,64830,7978,39954,12882,34420,31128,0
36140,0,0,8330,67518,90575,17160,18756,0,21246,0
10050,530,0,4239,45840,10550,8634,5304,0,9486,4000
13450,0,10860,5230,46380,1620,22374,12078,2250,21108,9000
23900,750,0,5640,30222,525,22620,5196,4400,8184,5600
22534,0,0,2325,47700,1631,7674,2394,53800,5898,0
7970,1365,3480,1510,38796,25,300,0,0,2136,0
600,0,0,835,28836,9166,1146,396,0,2664,0
48000,0,0,4400,101700,5536,23922,21084,0,29112,0
5180,0,0,1380,36000,2101,22500,7458,1350,5412,0
11200,240,2770,2080,23760,41418,876,972,0,10170,0
31170,180,0,10007,38160,700,18756,10656,21440,20754,5000
9920,0,1448,4365,51852,2250,10506,14760,36800,6036,0
8590,0,0,5830,62940,16882,2346,7278,0,18438,0
1820,962,5611,1830,77700,27327,540,0,0,4464,7840
8280,750,0,210,34758,1421,8328,732,0,7572,0
24780,740,7964,5880,54108,1912,37656,20634,8250,33120,5000
2340,0,0,3550,59622,68,7464,15096,0,29520,0
14580,600,13937,2330,30240,84,1464,2112,7620,10932,0
15460,0,0,5580,80052,2115,11310,16782,6270,11916,0
46290,105,16471,4480,95670,15048,36858,11328,15000,20682,10000
50740,0,0,1110,38760,4476,14142,4014,22000,7386,0
7710,1161,6154,2220,37140,191,29160,2766,810,8064,692
7970,2710,15928,5249,48492,10,5184,11688,0,12342,0
3565,396,16290,1720,34620,758,5676,2334,960,15048,0
17340,0,0,15068,95004,58657,29598,16332,9860,25290,6000
38160,510,8145,3910,42954,7466,11490,4314,2270,12222,0
14700,0,4163,1630,33588,680,6480,3750,2520,6282,0
47276,2730,19367,4770,118590,22935,28050,15228,24230,18018,0
17150,0,0,580,23940,182,2754,1086,0,912,0
51400,0,0,9906,127950,1872,29280,18114,49400,19506,11500
100,0,3620,800,40080,0,0,0,0,1140,0
10250,0,3077,4140,42294,1550,16638,3846,1500,13710,2000
25997,96,19910,11141,137010,72042,30354,14574,0,32568,6000
31900,105,1629,6394,37800,7426,16944,4314,10330,13584,3000
9270,0,0,3245,24696,690,966,768,0,4146,3000
35620,0,0,5549,48756,1695,21270,5760,0,12876,0
1300,0,0,1490,106020,28751,2718,2850,0,2286,5000
17640,276,0,4280,36630,32880,26304,6012,16220,13896,2000
18260,0,0,1900,23142,266,8556,2184,1750,10236,6000
8760,660,1815,710,25920,60,13416,1404,3447,7866,0
11920,170,3077,1220,26340,960,9432,3726,2520,9342,2000
15920,420,0,5960,74280,33150,6864,7296,1320,24702,6000
31300,1770,7240,5400,48900,5822,30888,6282,0,28764,2500
62700,910,1040,27900,136020,1812,27372,23994,59800,70026,0
72200,0,0,17270,155220,0,68760,18594,70100,50994,5000
7240,0,4428,1350,100896,1000,4416,1800,0,15162,0
68350,0,0,13050,187902,1322,63618,30594,42150,20202,0
56960,2520,5430,8044,121980,4972,34368,14328,32718,24426,10000
1500,2730,780,1200,64560,1725,8304,1680,0,9042,0
48680,11795,5430,10350,58770,2457,9720,11454,0,13950,0
53300,1680,9955,10495,96960,60540,39378,21834,12470,40866,51000
0,0,1560,1000,144540,28980,2400,1500,0,5034,0
19200,975,0,1360,73500,55828,4944,1548,0,5076,450
25130,630,0,6260,115440,25850,42924,21138,31750,24204,800
48120,1260,520,6200,95610,1214,19860,17592,0,26454,0
17220,0,0,5600,92196,42854,9018,10482,0,18828,0
27600,840,0,17800,101640,7887,25146,23592,0,27714,30000
66460,0,0,7650,43260,549,15786,7176,0,23880,450
18600,630,780,2300,28668,157,7902,2340,700,6600,2000
23200,240,0,3760,22998,32510,16518,2316,0,11592,0
3230,1127,14299,2160,22620,525,13752,2706,0,5082,0
14485,1510,0,3770,15756,253,9114,0,2660,7308,0
18380,1050,7240,3520,102060,11349,14760,11964,0,26268,0
75160,0,0,10425,104280,3445,23226,27774,48000,26472,3000
36040,0,0,5260,82716,154285,27582,6078,4380,21366,0
40317,0,0,3800,24840,5380,10296,2100,1700,15696,0
17340,588,13575,12890,35910,2434,5526,5346,8050,12492,2000
14980,0,0,6330,66078,1240,18546,11346,2140,10842,0
22620,1491,16652,1625,28704,284,6240,3270,100,9990,0
6510,360,10204,5300,35088,7425,6240,3276,100,6918,0
13580,210,4168,11115,44568,124,9420,1140,2420,5382,2000
18300,330,7240,2886,20250,1495,1758,1764,250,9774,0
36610,1500,23530,19048,65160,2332,29106,16578,0,28788,5450
11846,450,4452,4093,45540,391,4764,3390,850,11232,0
21560,510,5050,4840,28140,8180,3642,4056,500,9846,0
11700,1330,2744,3140,33258,45,5850,2934,1800,6084,0
10800,455,1810,2330,33150,250,19524,4626,1500,6078,0
15960,1330,2720,3448,42060,0,24564,5796,13300,12600,0
52690,1105,21358,6430,40020,7026,7920,4680,1400,13446,0
59040,342,1170,1920,23358,70,8676,834,3800,7650,0
