"Total.Food.Expenditure","Bread.and.Cereals.Expenditure","Total.Rice.Expenditure","Meat.Expenditure","Total.Fish.and..marine.products.Expenditure","Fruit.Expenditure","Vegetables.Expenditure"
79151,11012,7200,9100,14532,3565,4829
66325,15579,11050,4292,7860,1610,1950
58206,9322,4860,390,0,2680,0
173687,35475,22775,26424,20506,3220,6798
147405,38078,29398,24069,11807,3425,4975
73431,17364,13302,12055,11220,2005,4631
84680,20406,16800,15018,10785,4920,3832
69042,17812,14196,10314,6345,1540,2670
69053,16942,12600,12360,13175,1240,3679
111989,27287,23400,29596,10702,1485,4674
82211,15936,12900,20994,6783,2335,2936
26905,5435,4628,160,234,110,195
29369,16223,14341,1563,2571,250,565
178928,36094,23700,30560,35840,2150,4276
100583,17573,13464,11358,6900,2745,3798
59529,14164,11550,5166,10120,845,2385
112393,22115,17550,20384,22620,2920,3920
142488,31694,22912,38335,14922,2890,9830
97899,28685,21901,16225,14527,1005,5512
69932,14178,12878,7495,17717,1220,6297
39715,21737,17010,3514,1308,253,1071
57860,18923,12152,5922,4792,953,3142
81263,23951,14040,15680,14954,970,6165
64405,20089,19326,13756,9882,790,5064
87760,12583,10000,25572,14212,1265,7257
120622,28280,23520,28027,11598,4245,6260
108313,24872,20672,19650,10704,1945,4760
81501,27312,24948,22250,10877,1165,4165
64933,19318,17568,13178,9557,720,4926
124467,38268,31460,25190,15214,4485,8688
50827,14201,12200,6466,6303,8360,4533
139607,42255,31260,38690,19954,2985,8766
54581,11679,7518,6455,4393,3335,5456
56861,12589,10580,14140,5888,2730,6209
54000,15118,11740,7060,5686,7478,3785
121365,32284,25500,24118,16280,4380,4545
52317,15673,11142,8264,9521,1724,4595
120846,27572,21900,19762,19150,3685,3735
61513,7344,4290,19180,6980,2225,4530
89817,33229,29262,20844,7966,4060,4324
111546,32022,29700,22503,11189,2034,4447
80818,31273,27505,13213,8563,690,3537
56681,19560,17670,5982,9314,1045,4315
74364,20779,15237,18800,5567,545,2895
28000,8688,7975,2946,5030,1320,3982
34612,12856,8575,6110,4583,1345,2814
68602,22946,21180,11425,8377,745,3443
55714,19740,18320,6270,6688,1275,2975
132853,33458,22058,13525,12153,3532,7142
120696,32091,26780,28060,12057,3168,11115
36359,10338,7823,7912,9145,670,2275
79553,26279,20020,11191,11458,1440,3960
55334,6881,3161,13006,11971,1785,5673
156570,39052,23400,34392,27448,6610,10124
112954,20408,16860,25170,15030,1929,5629
105332,30699,25620,31496,13328,1245,4856
67272,16290,14240,12046,10834,3240,5519
69157,20677,17100,18319,10581,1115,5503
192507,47669,29987,32558,16650,4946,8182
103653,13760,11580,18010,6746,2465,2146
100868,35237,26880,14185,7462,3632,3233
180496,33612,27900,29468,16859,2089,5509
88944,16632,13200,20998,8415,2090,1703
61953,14414,12140,8684,6826,2205,1867
98190,14991,8100,14024,9121,3030,4126
106552,25518,21060,17252,12918,1640,3856
57577,14383,12600,4919,5060,1465,2579
81219,20567,17250,12950,7829,1820,2551
36596,14442,11790,5162,3801,1840,2782
123781,26104,18600,23179,5855,3140,2947
51613,10183,7000,9598,8406,940,2171
95320,18211,11200,14631,13316,3080,2425
79089,14895,11540,11565,8050,3505,2956
62414,12521,9520,7918,3964,3985,1462
35560,11625,9682,3910,2946,70,722
35501,7471,5360,10344,2053,2415,1106
74402,19745,16640,10348,5843,1845,2866
79995,27344,25094,13274,12068,2410,4059
101510,25374,17892,27247,17244,1225,6625
33622,8407,6000,2272,1520,1560,755
97504,31890,25532,17933,6622,760,3490
102210,26762,17976,22376,8165,905,3012
62002,14817,11760,11090,7770,950,4202
53924,14829,12400,14516,5506,990,2884
89835,22000,18512,17680,7361,625,3429
64183,12007,7420,11342,7098,1320,3658
80342,16772,12000,19324,9132,1500,4505
109713,19709,13200,19916,11288,2918,4544
87604,23788,19500,17445,8459,2265,2898
49557,8534,6252,15360,4368,1755,2369
113572,34191,25870,12769,8393,1335,3838
88706,17143,11400,8261,6146,970,1710
48260,12356,10640,6674,3927,1715,1546
63657,15203,12300,6590,7017,2205,3601
117337,36864,27003,17804,17498,3748,5266
67267,17255,14480,2944,7658,530,1640
106347,24705,20174,18709,15550,2555,2995
96981,26598,24435,21724,13346,830,4529
104325,26536,17150,17952,16798,4240,3500
150237,25434,21900,24700,23159,4605,12080
122432,33364,30227,26984,20174,2885,8295
145853,33271,30100,22090,16216,3586,6852
103433,34247,22550,10850,11381,1550,2264
81037,21752,14480,12050,10296,1430,3065
82281,21462,14842,15252,6978,2050,2153
118986,29022,22632,16502,13828,1680,2965
189451,39923,32840,31576,30873,6105,9064
89080,31437,23964,15730,12568,740,2085
86576,13665,10020,18197,14765,1230,4334
71193,13453,10880,9191,11236,2628,4121
64903,15610,11670,9007,7365,1655,6821
75948,16382,11870,13334,8995,1748,4358
72414,24358,16800,13972,8240,680,3953
57661,17485,12705,6747,6572,490,2993
72687,23487,19680,10346,7417,693,4171
50341,13664,10390,7764,9335,1390,4462
45277,14963,10080,7385,10070,485,3222
51114,13069,8784,6917,9007,1565,4953
97457,37546,31100,7272,23626,1225,5011
62447,16671,13735,14551,16429,825,3034
43698,16446,13545,5628,8194,535,3352
56470,13875,10480,10224,14757,935,5070
63631,17461,14567,6844,17612,520,3144
117962,32275,29363,10189,23826,3060,10077
22610,8774,8112,2058,5128,330,1986
92660,23640,18750,14673,16090,1330,7726
58301,13651,8840,6231,9762,850,5050
120413,32502,27876,17150,20662,2210,7509
62922,14388,10900,15838,9145,1225,2815
126016,18909,15375,30930,12701,3545,4813
25047,7979,5760,4632,3102,445,2126
196266,20091,13200,22494,19695,3015,5638
147388,23181,16230,19979,14147,4740,11582
62987,16587,10826,15602,11080,805,4285
87459,18683,12600,15368,15705,2665,12726
125193,26473,17189,19844,9453,1043,4361
84428,21681,16340,9298,13900,650,9323
51641,10293,7180,10076,11607,2275,3531
96667,24564,19988,21954,10640,1780,7292
83917,18183,14100,22298,12396,2460,7644
133500,30454,22060,30764,22060,840,10245
71564,19665,13659,14750,11009,1510,6787
108219,19126,15324,12993,10820,1560,7075
92574,23044,17682,18882,16169,1065,4578
63168,11985,8865,10508,6953,2423,3459
66730,17382,14394,7260,16691,2105,7669
63922,8859,7098,3547,12766,1280,6626
58524,20856,13570,7840,8099,1035,4775
86560,15408,11130,14823,9513,2510,7422
57459,20975,16776,8325,10168,1150,2678
75447,19644,13800,17902,8387,615,5988
72177,18510,13000,11310,12714,800,2588
87093,24042,15650,10341,5257,1430,4492
72966,18078,13756,13057,13158,705,4097
77664,18402,13650,18445,8976,3893,4936
122352,24945,18900,21364,16032,2665,6514
68910,23713,20480,5395,9191,510,2563
79312,21614,16700,8544,12082,1460,5894
50127,16420,9100,6188,7075,670,4926
115987,23926,11700,17799,8239,2805,3189
43471,13791,10680,5961,7619,3755,2818
45990,7618,5232,0,2613,520,561
93327,38234,32700,7148,11288,490,3458
75218,24646,19186,6426,9343,500,2547
116083,23527,19077,8790,6004,1910,3010
128195,25181,19200,23619,16264,2255,3911
67930,19036,15034,9397,7151,1150,3602
22803,7556,5330,2500,3233,330,2945
154274,23940,19260,24130,16583,4420,11756
43137,17805,12922,5312,5427,280,1595
48837,12344,9444,3094,4624,650,1047
182293,30161,23517,28638,10809,3625,4709
51413,11746,6137,3660,5340,2180,1561
116824,37380,31223,19247,12579,960,3705
235980,45249,36882,33027,23825,8810,11301
50884,15941,11752,7802,7258,790,2570
72629,20650,12440,8914,10512,320,2050
61940,14102,10244,3670,5440,4045,1605
69404,19259,13280,10708,13626,1720,3529
28823,8108,7219,660,1230,1015,1248
123391,21313,13766,19208,17684,2145,5635
51281,15020,11946,4790,3668,420,405
81820,17233,12600,11218,17120,3720,3870
230402,52314,36300,61380,34612,2924,10481
62993,15856,8650,7645,10934,4120,4460
234739,32523,23580,25416,26042,3440,10290
115904,42614,37648,22908,11604,1685,8619
82369,15807,12000,21000,9865,4115,4074
51220,17758,14156,5170,5052,170,936
163348,31945,23620,23621,16740,3780,5180
118645,31856,25340,21075,15172,3090,8668
50348,15434,12440,6200,5859,380,1650
145218,23860,18960,23241,22838,5563,5642
74877,14285,10500,10163,9620,3150,3605
89280,17350,12532,20720,9320,2010,5025
94369,24455,21988,16455,13330,2430,3516
48104,15440,10592,6043,3862,1650,1330
94739,18921,14884,15998,13960,680,2858
91279,12662,8639,15191,7910,555,10514
75712,11956,6630,9981,6988,1228,1983
153437,27834,21358,31440,10191,2270,4119
79439,19281,10087,14094,13192,2035,3907
156961,35251,27416,34181,14701,2025,4830
51091,14190,12392,8336,8010,1283,3389
132176,24866,17473,31881,15807,17282,4319
152482,34227,27068,29794,23538,2650,20052
65702,15920,11350,11970,6297,3030,7832
70377,15892,12870,15081,7461,1475,4047
81450,11001,6600,18014,9173,3060,2935
42068,12047,10010,4853,6173,480,3236
62304,14922,12032,9194,7136,1140,3864
95790,16165,12324,8241,6828,1320,3029
126882,19007,15860,14242,12367,1890,3291
61612,15397,12951,8248,9665,1505,2651
55522,5525,3640,0,0,1328,676
91117,26880,19593,15266,14362,2685,6763
150068,26494,15154,38538,18373,8076,6241
130463,30830,23890,23904,11878,3028,4568
126924,23472,16250,21346,12041,7170,15120
124055,28543,23280,25330,13303,1071,9055
116952,19439,14690,13614,13398,2668,5753
104729,17337,12624,10898,10194,2086,8297
48258,13917,11041,2580,2745,757,3213
233403,35038,22200,26668,15854,15898,11534
164159,38549,27240,33560,14528,2285,9714
104152,25891,14884,15402,14155,2615,7536
87285,18687,11244,16402,13591,2719,7492
125537,28880,19050,24891,17965,3250,18300
156444,29703,19050,38152,17970,3110,8111
95321,16274,12692,16785,13281,5828,6309
146719,23589,19050,30060,15231,6110,5907
105683,25051,18575,14630,8668,2917,7723
150877,28702,22488,23061,17998,2922,8448
139510,41746,31224,19120,13373,3424,10304
57684,18059,11050,11081,7505,2445,7067
114574,27527,21520,16044,12328,5006,9121
23545,3959,3801,840,1335,405,1330
50088,16857,10880,6955,6206,1440,6251
95543,23008,16494,13246,11109,3583,10265
159968,35079,24076,18970,13293,4033,8355
124034,30445,19680,13772,11864,2185,9302
126970,28247,21320,15678,7035,1605,16008
73652,23157,15756,13059,9048,1000,5195
93142,19202,12346,15212,12406,1295,7628
64894,9984,6240,15710,10473,1450,6163
121571,23815,15368,33566,10653,2798,7550
148554,8721,2400,16794,13656,2665,9214
68804,23569,19665,12016,10122,1085,5913
113362,22026,14976,18577,11712,2662,6440
44960,15410,13156,6264,8144,815,3206
171221,26696,18522,29220,22609,4543,10089
225635,37360,23220,26710,15162,1770,10102
132918,23502,16254,15786,11500,1760,5936
67301,15229,11860,10270,10701,2617,7399
153010,25863,20400,22002,16494,2050,10794
179441,53091,34380,28633,18325,3978,6019
91365,15736,10820,17601,11248,8355,4588
70592,22631,14015,11688,5699,1110,2773
96430,14944,11400,7450,8552,4685,2955
56817,21152,16960,4420,3933,2550,2120
192270,31387,27600,16490,11340,2580,2667
95758,29077,22230,10505,8641,900,3658
120913,33700,27000,20525,17168,3698,3643
117671,27969,21960,15775,21575,1298,4722
112756,30090,15120,23930,9796,3003,4675
142918,15237,8694,26758,12634,2624,4267
41282,13837,9620,9065,4027,700,1525
128074,40908,30208,20378,19644,1154,3060
68225,17396,14300,8776,6969,790,2969
110729,17587,10170,14897,6998,2570,3237
60314,17151,13240,10268,10228,835,3320
54444,14134,10860,9014,6484,1055,3571
63737,15553,12127,7240,9282,1410,3540
83237,26126,22276,14331,10000,1170,6025
117847,29244,23356,21090,13516,2835,5513
117580,14328,7458,14740,11525,4020,4263
117397,41632,25200,20523,15444,1415,5648
29198,4333,3745,1880,1767,540,575
104919,26154,17097,10702,7553,2100,4088
146063,23792,14028,21926,17775,4800,4157
68730,11229,8149,9723,7294,890,2510
19338,4614,3962,2306,1252,400,730
52962,13500,11410,6330,24023,420,4278
124186,29357,24620,21603,12550,1625,4090
35927,14352,12680,5013,5334,1300,3459
78114,33532,26912,9680,9306,465,2034
105182,15146,10350,24432,18100,3246,6138
80214,24231,18250,9895,10877,2520,3706
84510,26334,18103,12919,16085,3911,6060
114832,39684,28300,9533,24322,2320,5489
54440,21911,14220,4931,6397,1270,1351
43901,23094,21180,1194,7490,115,2438
130040,29526,21240,13651,7962,1681,17884
50301,24485,16328,5752,1428,500,1812
71739,10560,8240,10414,7743,2086,3203
44513,17243,15180,4990,5294,960,2463
61837,12172,8515,14068,6134,7420,2937
59023,18316,14574,7623,8715,2320,2965
125916,45522,38000,19861,18910,2966,9110
79158,20624,15964,12859,15230,2623,3929
73728,22097,17128,8237,9607,1225,2634
142365,41331,33700,26352,14642,3018,3709
57834,20665,13284,7860,12540,2416,3170
95121,20177,11970,6335,6463,2989,6650
94017,16177,11190,15276,14959,2736,4567
85258,14249,9245,17700,15184,1813,4930
134329,25407,19240,16914,42216,4610,4017
140341,35113,26892,21578,23650,3328,7177
91768,31084,24582,8635,8558,3412,3338
129541,28406,24440,19848,12938,2290,4760
44795,14959,11897,9292,5515,435,1604
117862,19534,14170,28580,14307,3000,5112
91093,28652,23946,15412,10377,1225,6093
212891,43840,33876,24218,18030,6990,7567
133855,22896,9438,22516,11224,5190,5568
92376,28759,23372,10484,9774,1180,3029
144660,46192,27368,16882,12965,1115,6693
166455,23434,16900,16252,10305,9030,1410
42598,11262,7496,8480,3755,940,2589
127465,26283,19024,19620,17410,3470,7098
82126,26162,17640,13031,10114,3695,4772
107770,36841,31668,14685,11796,1750,5407
94351,24383,17760,18447,7964,10395,4145
139264,39507,19920,14555,14260,9750,5471
82914,8987,1108,26134,14658,2960,4981
73256,9429,5460,19270,6375,10330,1721
50524,18734,15614,5243,3714,660,2877
86583,24780,15976,12473,8724,1270,4502
103483,31032,22170,12846,10415,2310,8041
159781,47064,33388,16244,7812,1830,4068
79811,24736,21900,7930,7302,1120,2730
50549,17660,15175,8201,8870,715,3765
100698,29812,23880,22588,10065,2864,4411
131610,23712,12940,16270,15540,7416,7207
92373,35450,29106,19315,12416,685,4686
110287,28844,19240,19085,7323,685,6290
39618,12171,10505,8651,9298,800,2429
76901,21632,16560,14223,8855,830,3576
95698,30817,27692,16334,10263,840,4304
86092,30414,23400,15156,11168,2025,3564
144000,37024,28598,19624,12489,2355,7915
69949,24347,21320,7275,9954,1070,4812
73141,22433,19956,13739,7223,1090,2644
32704,8099,6936,3361,3040,7260,1620
36915,7661,5824,5325,3080,1425,1195
76263,11929,7770,6442,2617,1391,1849
163097,25798,17254,17304,6288,2556,4351
103009,23709,16848,6635,7816,3334,4008
73175,18270,14704,11539,11583,2135,5286
90037,21793,15520,23971,8520,2785,4360
82585,16401,11070,20099,5262,1935,2392
69265,17806,13800,11865,3230,2130,3437
31040,8749,6450,5270,1296,520,570
40286,8777,7380,5237,5006,11310,1923
150749,17749,15000,28660,8831,9166,3213
61500,15420,11100,15790,6570,1925,3246
47858,12197,8328,9798,1962,785,1624
116444,15562,11060,33129,8488,5546,5325
69768,15239,12040,12310,4987,1140,2129
153304,31911,24360,23881,10455,3329,4799
68618,20914,14145,15249,7179,2756,4040
47517,12935,10156,6280,7057,1860,2302
122042,17825,12750,19637,13088,739,2958
60736,19118,15647,17100,7359,1042,2768
94779,34452,23840,15258,13770,340,3042
77989,15125,9456,16313,9010,1052,3938
166613,29165,24906,30094,19032,1967,4849
92216,17910,11544,4547,4970,1055,1881
70076,24098,15360,10626,6437,3730,2549
55384,15534,11550,12050,7305,663,3877
60741,20340,11700,11719,9744,1175,2825
90986,17426,11352,18003,8435,2097,3951
118519,34949,32037,11120,10075,700,3780
56144,14169,12399,12304,3755,335,2463
235461,53096,48207,46890,33631,1830,11225
27727,1924,1014,3498,1320,240,795
205312,16500,14640,98133,11770,4069,5529
35306,14095,13575,1435,14851,20,1225
101203,32105,28960,24926,8516,795,5670
91376,17345,14480,16634,12399,2480,5774
121368,28675,26698,24284,8902,1650,2814
60305,14461,12580,10279,3666,420,1180
79901,19915,17557,5035,6299,400,3725
39932,9097,7039,7890,7094,845,3605
128350,28048,21198,35483,19571,1890,3888
67811,31210,15107,6920,3004,970,2045
80104,31222,27177,15590,11380,775,3096
89530,23909,19270,25163,11909,1310,4315
143604,39803,30840,26938,15294,4373,7132
134765,21106,16917,23492,11204,2335,5541
175790,22786,17031,33985,14040,5985,6132
153000,14633,12206,21412,16332,5330,6601
105245,20145,13490,25461,15734,2230,3900
97397,8240,7020,8320,6650,1190,1305
177793,41109,30700,25821,12687,2950,4764
72721,23971,20200,16120,9447,4875,5620
90508,11124,10120,20581,600,1560,725
210707,44153,36200,23277,15975,3735,5545
65340,17928,14901,9395,12895,3140,3243
63216,16517,12670,2813,4995,2000,1806
104514,25130,19910,14076,13190,4728,3355
153203,31736,23860,20916,16981,2775,4100
88761,19333,16702,12511,16483,1905,4279
88068,20851,16290,14309,8610,1480,3473
99679,12160,9261,5675,1890,875,995
65336,18758,13432,10022,6252,870,2415
69188,15096,12489,7960,8211,1550,3293
55603,20001,18018,15268,6728,405,2465
89529,29635,24978,18243,13150,715,3422
132057,27617,24428,24929,14535,1554,5020
159399,23428,19203,18749,17220,3095,2991
130770,30961,25196,17982,14521,4615,5055
103322,30204,21569,9838,6037,825,1950
70346,18566,12440,16827,5120,640,3276
90092,26828,23192,35367,6824,485,2590
121872,39481,35370,22280,7276,1160,5080
70195,25825,21624,14402,5791,1300,3985
66476,16196,13884,17090,2523,685,1535
66772,16082,12670,5196,3167,795,1940
157844,50709,37050,16638,14718,1880,5150
70210,20959,16802,19080,7667,757,2424
128920,44378,30108,18240,18408,1790,4620
62797,20333,16284,7755,7085,1350,3200
73727,23559,18940,21533,5893,1059,3350
90833,21130,18160,17987,8684,2281,9245
175099,55938,46008,16510,20571,1370,5935
115939,26905,23316,14916,5226,600,2500
58869,12243,9438,13433,8457,1685,3115
79633,27933,24632,15440,8358,1580,5145
99299,15005,12116,21346,33645,1360,3597
106072,37550,22878,24248,8538,1624,5461
100022,28464,25234,14510,11880,1240,3708
97856,24157,18900,26292,7778,4144,6070
48083,16834,12480,16501,5228,720,2800
86179,22859,18120,15807,10134,2390,3295
116618,37301,25200,18395,10558,3980,4785
138999,38779,26300,21995,23205,4230,5285
64884,13823,12270,15262,3670,2805,4412
95058,18414,16328,16897,3020,360,2000
111264,26253,23140,32164,5017,2529,3965
77073,30854,28660,18711,10053,750,5180
49222,13630,12208,12764,4334,630,2230
56778,15504,11745,8584,10902,2890,4275
97728,28447,23340,18740,7245,4010,4040
75455,19273,14890,14814,5538,1300,2973
100814,29553,25660,23366,11462,1170,3930
41885,8994,6552,3160,1905,1860,955
99941,22800,20748,25148,4281,760,3150
110256,26113,18300,21414,11706,2620,3747
72730,17061,13792,12604,5259,2540,1890
59697,21046,18382,16584,2428,720,1888
109538,25226,14690,22284,13354,2510,7731
99058,24011,16640,25120,12550,2560,6054
85256,23730,12140,17839,6320,3210,3023
24305,2964,2964,0,0,0,0
91928,22917,18438,16679,8154,2160,5219
88891,18769,12350,14400,15370,2150,4370
154631,47215,26182,34231,8241,2635,4488
50998,21420,15966,3530,4201,460,2209
147956,32239,27720,31358,12414,2505,4360
66392,20751,17732,23725,5410,1290,3193
